DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 00:00:00,4.6,13510.0,15.0,4.4,43,845,4.2,8380.0,6101.0
2021-04-02 00:15:00,4.7,14878.0,14.6,4.3,43,845,5.3,15470.0,14218.0
2021-04-02 00:30:00,4.8,16054.0,13.9,4.2,43,845,6.3,25434.0,22464.0
2021-04-02 00:45:00,5.0,17229.0,13.1,4.1,43,844,6.3,24938.0,23983.0
2021-04-02 01:00:00,5.1,18405.0,12.4,4.0,43,844,5.5,16740.0,14973.0
2021-04-02 01:15:00,5.3,19408.0,12.0,3.8,43,844,4.8,11139.0,10359.0
2021-04-02 01:30:00,5.5,20237.0,12.0,3.7,43,844,4.4,9255.0,7874.0
2021-04-02 01:45:00,5.6,21066.0,12.0,3.5,44,844,4.1,7106.0,5007.0
2021-04-02 02:00:00,5.8,21895.0,12.0,3.4,44,844,3.8,5322.0,4270.0
2021-04-02 02:15:00,5.9,22242.0,12.0,3.2,45,844,3.9,5863.0,4244.0
2021-04-02 02:30:00,5.9,22106.0,12.0,3.0,46,844,4.4,7383.0,5195.0
2021-04-02 02:45:00,6.0,21971.0,12.0,2.8,47,844,4.5,10142.0,7671.0
2021-04-02 03:00:00,6.0,21835.0,12.0,2.6,48,844,4.9,11930.0,11007.0
2021-04-02 03:15:00,6.0,21873.0,11.6,2.3,48,844,5.1,13126.0,10758.0
2021-04-02 03:30:00,6.1,22084.0,10.9,2.0,49,844,5.7,19950.0,17066.0
2021-04-02 03:45:00,6.1,22295.0,10.1,1.7,50,844,5.8,22351.0,20262.0
2021-04-02 04:00:00,6.2,22506.0,9.4,1.4,51,844,6.9,32304.0,29244.0
2021-04-02 04:15:00,6.2,23282.0,9.0,1.1,50,844,8.5,56056.0,50615.0
2021-04-02 04:30:00,6.3,24622.0,9.0,1.0,48,844,9.2,67490.0,63870.0
2021-04-02 04:45:00,6.4,25961.0,9.0,0.9,47,844,8.5,58008.0,55944.0
2021-04-02 05:00:00,6.5,27301.0,9.0,0.8,45,844,8.0,47456.0,45015.0
2021-04-02 05:15:00,6.6,28571.0,9.0,0.6,43,844,7.7,45187.0,43255.0
2021-04-02 05:30:00,6.7,29771.0,9.0,0.5,41,844,7.9,48184.0,43197.0
2021-04-02 05:45:00,6.9,30972.0,9.0,0.4,40,845,7.9,30780.0,27570.0
2021-04-02 06:00:00,7.0,32172.0,9.0,0.3,38,845,7.7,29333.0,26914.0
2021-04-02 06:15:00,7.2,33363.0,9.0,0.2,36,845,7.5,39749.0,37880.0
2021-04-02 06:30:00,7.3,34545.0,9.0,0.1,34,845,6.9,9554.0,31783.0
2021-04-02 06:45:00,7.4,35728.0,9.0,0.1,31,846,7.4,11422.0,10216.0
2021-04-02 07:00:00,7.5,36910.0,9.0,0.0,29,846,8.0,14180.0,11581.0
2021-04-02 07:15:00,7.6,38681.0,9.0,0.0,28,846,7.6,10262.0,9057.0
2021-04-02 07:30:00,7.7,41041.0,9.0,0.0,27,846,7.5,24899.0,37569.0
2021-04-02 07:45:00,7.9,43401.0,9.0,0.1,27,846,6.3,24150.0,23154.0
2021-04-02 08:00:00,8.0,45761.0,9.0,0.1,26,846,5.8,18906.0,16840.0
2021-04-02 08:15:00,8.2,47231.0,9.0,0.3,26,846,5.9,20684.0,17691.0
2021-04-02 08:30:00,8.4,47810.0,9.0,0.7,26,846,6.4,27145.0,24009.0
2021-04-02 08:45:00,8.5,48390.0,9.0,1.1,27,847,7.4,36950.0,31689.0
2021-04-02 09:00:00,8.7,48969.0,9.0,1.5,27,847,8.2,32445.0,28685.0
2021-04-02 09:15:00,8.9,50310.0,9.0,1.9,27,847,7.9,7969.0,11594.0
2021-04-02 09:30:00,9.1,52411.0,9.0,2.4,27,847,7.6,3541.0,3972.0
2021-04-02 09:45:00,9.2,54512.0,9.0,2.8,27,847,8.4,704.0,1540.0
2021-04-02 10:00:00,9.4,56613.0,9.0,3.3,27,847,9.9,752.0,404.0
2021-04-02 10:15:00,9.6,59259.0,9.0,3.7,27,847,10.2,793.0,294.0
2021-04-02 10:30:00,9.8,62448.0,9.0,4.2,27,847,9.7,2270.0,1304.0
2021-04-02 10:45:00,10.0,65637.0,9.0,4.6,27,847,9.5,467.0,1335.0
2021-04-02 11:00:00,10.2,68826.0,9.0,5.1,27,847,9.4,3332.0,1943.0
2021-04-02 11:15:00,10.4,71568.0,9.0,5.5,28,847,9.8,629.0,389.0
2021-04-02 11:30:00,10.5,73865.0,9.0,5.8,29,847,9.1,1717.0,934.0
2021-04-02 11:45:00,10.7,76162.0,9.0,6.2,30,846,9.7,2138.0,1275.0
2021-04-02 12:00:00,10.8,78459.0,9.0,6.5,31,846,9.7,2214.0,1081.0
2021-04-02 12:15:00,11.0,80024.0,9.0,6.8,31,846,9.9,2223.0,1049.0
2021-04-02 12:30:00,11.1,80857.0,9.0,7.1,31,846,10.7,2069.0,790.0
2021-04-02 12:45:00,11.3,81691.0,9.0,7.4,30,846,10.5,2226.0,1489.0
2021-04-02 13:00:00,11.4,82524.0,9.0,7.7,30,846,10.2,-71.0,352.0
2021-04-02 13:15:00,11.6,83264.0,9.0,7.9,29,846,10.6,-63.0,-296.0
2021-04-02 13:30:00,11.8,83911.0,9.0,8.1,28,846,10.8,-69.0,-313.0
2021-04-02 13:45:00,11.9,84558.0,9.0,8.3,27,845,10.2,-52.0,-260.0
2021-04-02 14:00:00,12.1,85205.0,9.0,8.5,26,845,10.3,-54.0,-362.0
2021-04-02 14:15:00,12.2,85812.0,9.0,8.7,25,845,9.9,-54.0,-271.0
2021-04-02 14:30:00,12.2,86379.0,9.0,8.8,24,845,10.5,-62.0,-305.0
2021-04-02 14:45:00,12.1,86946.0,9.0,8.9,23,844,10.8,-55.0,-350.0
2021-04-02 15:00:00,12.1,87513.0,9.0,9.0,22,844,11.1,-66.0,-366.0
2021-04-02 15:15:00,12.1,87929.0,9.0,9.1,22,844,10.7,-67.0,-273.0
2021-04-02 15:30:00,12.1,88194.0,9.0,9.1,22,844,11.4,-72.0,-259.0
2021-04-02 15:45:00,12.0,88460.0,9.0,9.1,22,844,10.6,-59.0,-353.0
2021-04-02 16:00:00,12.0,88725.0,9.0,9.1,22,844,10.4,-68.0,-351.0
2021-04-02 16:15:00,12.0,88900.0,9.0,9.1,22,844,10.8,776.0,1711.0
2021-04-02 16:30:00,12.0,88985.0,9.0,9.0,22,844,11.1,-63.0,-254.0
2021-04-02 16:45:00,12.0,89069.0,9.0,8.9,21,844,10.9,8859.0,3279.0
2021-04-02 17:00:00,12.0,89154.0,9.0,8.8,21,844,10.2,679.0,345.0
2021-04-02 17:15:00,11.9,88826.0,9.0,8.7,21,844,10.4,-69.0,-288.0
2021-04-02 17:30:00,11.7,88085.0,9.0,8.5,21,844,10.2,-58.0,-264.0
2021-04-02 17:45:00,11.4,87345.0,9.0,8.4,22,844,10.7,-55.0,-240.0
2021-04-02 18:00:00,11.2,86604.0,9.0,8.2,22,844,11.0,-60.0,-268.0
2021-04-02 18:15:00,11.0,85221.0,9.0,8.0,23,844,10.9,-53.0,-299.0
2021-04-02 18:30:00,10.8,83194.0,9.0,7.7,25,844,12.7,19534.0,10761.0
2021-04-02 18:45:00,10.7,81167.0,9.0,7.4,27,845,11.4,2218.0,1307.0
2021-04-02 19:00:00,10.5,79140.0,9.0,7.1,29,845,11.3,-71.0,398.0
2021-04-02 19:15:00,10.3,77182.0,9.0,6.8,31,845,10.4,-58.0,-266.0
2021-04-02 19:30:00,10.2,75292.0,9.0,6.4,34,845,9.7,-43.0,-283.0
2021-04-02 19:45:00,10.0,73402.0,9.0,6.1,36,845,9.8,-51.0,-263.0
2021-04-02 20:00:00,9.9,71512.0,9.0,5.7,39,845,9.8,33439.0,26430.0
2021-04-02 20:15:00,9.8,70568.0,9.0,5.4,41,845,9.2,1702.0,1250.0
2021-04-02 20:30:00,9.8,70571.0,9.0,5.2,42,845,9.4,2251.0,1306.0
2021-04-02 20:45:00,9.9,70573.0,9.0,4.9,44,846,9.4,1359.0,833.0
2021-04-02 21:00:00,9.9,70576.0,9.0,4.7,45,846,8.4,1209.0,549.0
2021-04-02 21:15:00,9.9,70279.0,9.0,4.6,46,846,8.3,1922.0,54.0
2021-04-02 21:30:00,10.0,69682.0,9.0,4.5,46,846,8.5,555.0,1243.0
2021-04-02 21:45:00,10.0,69085.0,9.0,4.4,45,846,8.5,-52.0,-367.0
2021-04-02 22:00:00,10.1,68488.0,9.0,4.3,45,846,8.6,-37.0,-289.0
2021-04-02 22:15:00,10.1,68309.0,9.0,4.3,45,846,9.0,14970.0,12325.0
2021-04-02 22:30:00,10.2,68550.0,9.0,4.3,44,846,8.6,-43.0,-361.0
2021-04-02 22:45:00,10.3,68791.0,9.0,4.2,44,847,8.8,-44.0,-368.0
2021-04-02 23:00:00,10.4,69032.0,9.0,4.2,43,847,8.9,-35.0,-350.0
2021-04-02 23:15:00,10.4,69110.0,9.0,4.2,43,847,8.5,-34.0,-269.0
2021-04-02 23:30:00,10.4,69026.0,9.0,4.1,43,847,8.3,-46.0,-292.0
2021-04-02 23:45:00,10.3,68941.0,9.0,4.0,44,846,7.5,-56.0,-277.0
2021-04-03 00:00:00,10.5,98999.9963826225,9.0,4.2,38,846,7.0,-45.0,-363.0
2021-04-03 00:15:00,10.5,98999.99527132789,9.0,4.1,38,846,6.9,-42.0,-293.0
2021-04-03 00:30:00,10.5,98999.9977151933,9.0,4.0,38,846,7.1,-37.0,-277.0
2021-04-03 00:45:00,10.5,98999.9966251944,9.0,3.9,37,846,7.0,-46.0,-347.0
2021-04-03 01:00:00,10.5,98999.9970006435,9.0,3.8,37,846,7.3,-55.0,-361.0
2021-04-03 01:15:00,10.5,98999.9964516192,9.0,3.8,37,846,7.8,-47.0,-310.0
2021-04-03 01:30:00,10.5,98999.9963359243,9.0,3.7,36,846,7.8,5118.0,-370.0
2021-04-03 01:45:00,10.6,98999.9973529627,9.0,3.7,36,845,7.6,2327.0,1806.0
2021-04-03 02:00:00,10.6,98999.9968544605,9.0,3.6,35,845,7.0,2507.0,1951.0
2021-04-03 02:15:00,10.5,98999.9955111753,9.0,3.6,35,845,6.4,4684.0,3564.0
2021-04-03 02:30:00,10.3,98999.9955035433,9.0,3.5,35,845,6.3,13895.0,12712.0
2021-04-03 02:45:00,10.1,94856.5,9.0,3.4,34,844,6.3,23187.0,22153.0
2021-04-03 03:00:00,9.9,90408.7,9.0,3.3,34,844,6.3,23162.0,22430.0
2021-04-03 03:15:00,9.7,87049.9,9.0,3.2,34,844,6.4,23274.0,20988.0
2021-04-03 03:30:00,9.6,84780.1,9.0,3.1,34,844,6.8,16784.0,15305.0
2021-04-03 03:45:00,9.4,82512.1,9.0,2.9,35,844,7.8,7440.0,5485.0
2021-04-03 04:00:00,9.3,80242.3,9.0,2.8,35,844,7.7,22357.0,18182.0
2021-04-03 04:15:00,9.1,78696.1,9.0,2.6,35,844,7.6,11599.0,9969.0
2021-04-03 04:30:00,8.9,77871.7,9.0,2.5,36,844,6.9,9660.0,7892.0
2021-04-03 04:45:00,8.8,77049.1,9.0,2.4,37,844,6.9,9633.0,7748.0
2021-04-03 05:00:00,8.6,76224.7,9.0,2.3,38,844,7.0,8566.0,6561.0
2021-04-03 05:15:00,8.5,76102.3,9.0,2.2,38,844,6.9,8637.0,6352.0
2021-04-03 05:30:00,8.5,76680.1,9.0,2.1,38,844,7.3,8602.0,6784.0
2021-04-03 05:45:00,8.6,77259.7,9.0,2.0,39,844,7.0,7976.0,5998.0
2021-04-03 06:00:00,8.6,77837.5,9.0,1.9,39,844,6.5,3951.0,2353.0
2021-04-03 06:15:00,8.6,77486.5,9.0,1.7,40,844,6.7,1606.0,363.0
2021-04-03 06:30:00,8.6,76203.1,9.0,1.5,41,844,6.8,1637.0,406.0
2021-04-03 06:45:00,8.5,74919.7,9.0,1.4,42,844,7.5,338.0,-285.0
2021-04-03 07:00:00,8.5,73636.3,9.0,1.2,43,844,7.5,2170.0,1197.0
2021-04-03 07:15:00,8.5,74467.9,9.0,1.1,43,844,7.6,407.0,54.0
2021-04-03 07:30:00,8.5,77410.9,9.0,1.1,44,844,7.5,569.0,40.0
2021-04-03 07:45:00,8.4,80355.7,9.0,1.2,44,845,7.1,358.0,0.0
2021-04-03 08:00:00,8.4,83298.7,9.0,1.2,45,845,6.7,327.0,-274.0
2021-04-03 08:15:00,8.5,85039.3,9.0,1.4,45,845,6.7,1058.0,615.0
2021-04-03 08:30:00,8.7,85575.7,9.0,1.7,44,845,6.9,1225.0,651.0
2021-04-03 08:45:00,8.8,86110.3,9.0,2.0,44,845,7.0,240.0,-272.0
2021-04-03 09:00:00,9.0,86646.7,9.0,2.3,43,845,7.2,267.0,-315.0
2021-04-03 09:15:00,9.2,88189.3,9.0,2.8,43,845,7.5,-45.0,-362.0
2021-04-03 09:30:00,9.4,90739.9,9.0,3.3,42,845,7.4,235.0,-292.0
2021-04-03 09:45:00,9.6,93288.7,9.0,3.8,41,845,7.6,376.0,-293.0
2021-04-03 10:00:00,9.8,95839.3,9.0,4.3,40,845,7.8,388.0,-42.0
2021-04-03 10:15:00,10.0,98999.9968248417,9.0,4.8,39,845,8.2,535.0,61.0
2021-04-03 10:30:00,10.2,98999.9956673697,9.0,5.3,38,845,8.6,677.0,-275.0
2021-04-03 10:45:00,10.3,98999.9993490881,9.0,5.7,37,845,8.9,800.0,381.0
2021-04-03 11:00:00,10.5,98999.99882777961,9.0,6.2,36,845,9.7,398.0,334.0
2021-04-03 11:15:00,10.7,98999.99635854061,9.0,6.6,34,845,9.6,793.0,312.0
2021-04-03 11:30:00,10.8,98999.9980593858,9.0,6.9,33,845,10.4,565.0,169.0
2021-04-03 11:45:00,10.9,98999.99572167869,9.0,7.2,32,845,10.8,779.0,312.0
2021-04-03 12:00:00,11.0,98999.9953028499,9.0,7.5,31,845,12.4,42306.0,34777.0
2021-04-03 12:15:00,11.1,98999.9981908842,9.0,7.6,31,845,12.5,17264.0,12560.0
2021-04-03 12:30:00,11.2,98999.995368874,9.0,7.7,33,845,12.8,22304.0,21499.0
2021-04-03 12:45:00,11.3,98999.9957064951,9.0,7.8,36,845,13.6,11576.0,9581.0
2021-04-03 13:00:00,11.4,98999.9961747603,9.0,7.9,38,845,13.0,529.0,377.0
2021-04-03 13:15:00,11.5,98999.9996499059,9.0,7.9,40,845,13.6,796.0,388.0
2021-04-03 13:30:00,11.6,98999.999593224,9.0,8.0,41,845,13.2,784.0,322.0
2021-04-03 13:45:00,11.7,98999.9984092143,9.0,8.1,42,844,13.0,684.0,363.0
2021-04-03 14:00:00,11.8,98999.9991469941,9.0,8.2,43,844,13.3,780.0,374.0
2021-04-03 14:15:00,11.8,98999.9991245166,9.0,8.2,44,844,13.1,-61.0,-355.0
2021-04-03 14:30:00,11.7,98999.9978694315,9.0,8.2,44,844,12.5,-56.0,-346.0
2021-04-03 14:45:00,11.6,98999.9995264539,9.0,8.3,45,844,12.3,-53.0,-376.0
2021-04-03 15:00:00,11.5,98999.9985871517,9.0,8.3,45,844,11.7,-59.0,-369.0
2021-04-03 15:15:00,11.5,98999.9995731752,9.0,8.2,46,844,11.9,-61.0,-328.0
2021-04-03 15:30:00,11.4,98999.9983910419,9.0,7.9,47,844,11.8,-66.0,-282.0
2021-04-03 15:45:00,11.3,98999.99781402519,9.0,7.7,49,844,12.8,-67.0,-273.0
2021-04-03 16:00:00,11.2,98999.9987320714,9.0,7.4,50,844,12.0,-56.0,-356.0
2021-04-03 16:15:00,11.1,98999.9979838803,9.0,7.3,51,844,11.0,-85.0,-263.0
2021-04-03 16:30:00,11.0,98999.9966022469,9.0,7.2,51,844,11.8,-68.0,-279.0
2021-04-03 16:45:00,10.9,98999.9951654286,9.0,7.1,52,844,10.4,-56.0,-342.0
2021-04-03 17:00:00,10.8,98999.998192671,9.0,7.0,52,844,10.8,-60.0,-282.0
2021-04-03 17:15:00,10.7,98999.99858745949,9.0,6.9,52,844,10.8,-54.0,-321.0
2021-04-03 17:30:00,10.4,98999.99892300801,9.0,6.8,53,844,11.2,-57.0,-263.0
2021-04-03 17:45:00,10.2,98999.99687942119,9.0,6.7,53,845,11.0,-54.0,-245.0
2021-04-03 18:00:00,9.9,98999.9983322074,9.0,6.6,54,845,10.0,-60.0,-361.0
